#    L    TT             TE             EE             BB             PP
  2183    0.15232E+03   -0.29939E+01    0.57234E+01    0.45224E-01    0.18098E-08
  2184    0.15172E+03   -0.30079E+01    0.57369E+01    0.45169E-01    0.18083E-08
  2185    0.15112E+03   -0.30233E+01    0.57503E+01    0.45115E-01    0.18067E-08
  2186    0.15053E+03   -0.30402E+01    0.57637E+01    0.45060E-01    0.18051E-08
  2187    0.14995E+03   -0.30585E+01    0.57767E+01    0.45006E-01    0.18035E-08
  2188    0.14936E+03   -0.30782E+01    0.57897E+01    0.44951E-01    0.18020E-08
  2189    0.14878E+03   -0.30992E+01    0.58025E+01    0.44897E-01    0.18004E-08
  2190    0.14822E+03   -0.31217E+01    0.58150E+01    0.44843E-01    0.17988E-08
  2191    0.14765E+03   -0.31454E+01    0.58274E+01    0.44789E-01    0.17973E-08
  2192    0.14708E+03   -0.31705E+01    0.58394E+01    0.44734E-01    0.17957E-08
  2193    0.14652E+03   -0.31968E+01    0.58513E+01    0.44680E-01    0.17941E-08
  2194    0.14597E+03   -0.32244E+01    0.58631E+01    0.44626E-01    0.17926E-08
  2195    0.14541E+03   -0.32534E+01    0.58746E+01    0.44572E-01    0.17910E-08
  2196    0.14487E+03   -0.32834E+01    0.58857E+01    0.44518E-01    0.17895E-08
  2197    0.14433E+03   -0.33147E+01    0.58967E+01    0.44465E-01    0.17879E-08
  2198    0.14379E+03   -0.33471E+01    0.59074E+01    0.44411E-01    0.17863E-08
  2199    0.14326E+03   -0.33807E+01    0.59179E+01    0.44357E-01    0.17848E-08
  2200    0.14273E+03   -0.34155E+01    0.59280E+01    0.44304E-01    0.17832E-08
  2201    0.14221E+03   -0.34512E+01    0.59380E+01    0.44250E-01    0.17817E-08
  2202    0.14169E+03   -0.34883E+01    0.59476E+01    0.44197E-01    0.17802E-08
  2203    0.14119E+03   -0.35261E+01    0.59570E+01    0.44144E-01    0.17786E-08
  2204    0.14068E+03   -0.35651E+01    0.59660E+01    0.44091E-01    0.17771E-08
  2205    0.14018E+03   -0.36049E+01    0.59747E+01    0.44037E-01    0.17755E-08
  2206    0.13969E+03   -0.36458E+01    0.59832E+01    0.43984E-01    0.17740E-08
  2207    0.13920E+03   -0.36875E+01    0.59913E+01    0.43932E-01    0.17725E-08
  2208    0.13872E+03   -0.37300E+01    0.59992E+01    0.43879E-01    0.17709E-08
  2209    0.13823E+03   -0.37735E+01    0.60066E+01    0.43826E-01    0.17694E-08
  2210    0.13776E+03   -0.38179E+01    0.60138E+01    0.43773E-01    0.17679E-08
  2211    0.13730E+03   -0.38630E+01    0.60207E+01    0.43721E-01    0.17663E-08
  2212    0.13683E+03   -0.39090E+01    0.60271E+01    0.43668E-01    0.17648E-08
  2213    0.13638E+03   -0.39558E+01    0.60333E+01    0.43616E-01    0.17633E-08
  2214    0.13592E+03   -0.40031E+01    0.60391E+01    0.43564E-01    0.17617E-08
  2215    0.13547E+03   -0.40513E+01    0.60447E+01    0.43512E-01    0.17602E-08
  2216    0.13503E+03   -0.41001E+01    0.60498E+01    0.43460E-01    0.17587E-08
  2217    0.13459E+03   -0.41495E+01    0.60545E+01    0.43408E-01    0.17572E-08
  2218    0.13416E+03   -0.41996E+01    0.60589E+01    0.43356E-01    0.17557E-08
  2219    0.13374E+03   -0.42503E+01    0.60629E+01    0.43304E-01    0.17542E-08
  2220    0.13332E+03   -0.43016E+01    0.60666E+01    0.43253E-01    0.17526E-08
  2221    0.13290E+03   -0.43535E+01    0.60700E+01    0.43201E-01    0.17511E-08
  2222    0.13249E+03   -0.44057E+01    0.60729E+01    0.43150E-01    0.17496E-08
  2223    0.13209E+03   -0.44584E+01    0.60754E+01    0.43099E-01    0.17481E-08
  2224    0.13169E+03   -0.45116E+01    0.60776E+01    0.43048E-01    0.17466E-08
  2225    0.13129E+03   -0.45651E+01    0.60795E+01    0.42996E-01    0.17451E-08
  2226    0.13090E+03   -0.46191E+01    0.60808E+01    0.42946E-01    0.17436E-08
  2227    0.13052E+03   -0.46734E+01    0.60818E+01    0.42895E-01    0.17421E-08
  2228    0.13014E+03   -0.47282E+01    0.60824E+01    0.42844E-01    0.17406E-08
  2229    0.12977E+03   -0.47830E+01    0.60826E+01    0.42794E-01    0.17391E-08
  2230    0.12940E+03   -0.48383E+01    0.60825E+01    0.42743E-01    0.17376E-08
  2231    0.12904E+03   -0.48937E+01    0.60819E+01    0.42693E-01    0.17361E-08
  2232    0.12868E+03   -0.49494E+01    0.60810E+01    0.42643E-01    0.17346E-08
  2233    0.12833E+03   -0.50052E+01    0.60796E+01    0.42592E-01    0.17331E-08
  2234    0.12799E+03   -0.50612E+01    0.60779E+01    0.42542E-01    0.17316E-08
  2235    0.12766E+03   -0.51174E+01    0.60758E+01    0.42493E-01    0.17301E-08
  2236    0.12733E+03   -0.51736E+01    0.60733E+01    0.42443E-01    0.17287E-08
  2237    0.12699E+03   -0.52300E+01    0.60703E+01    0.42393E-01    0.17272E-08
  2238    0.12667E+03   -0.52866E+01    0.60670E+01    0.42344E-01    0.17257E-08
  2239    0.12635E+03   -0.53429E+01    0.60633E+01    0.42294E-01    0.17242E-08
  2240    0.12602E+03   -0.53992E+01    0.60592E+01    0.42245E-01    0.17227E-08
  2241    0.12571E+03   -0.54556E+01    0.60547E+01    0.42196E-01    0.17212E-08
  2242    0.12541E+03   -0.55120E+01    0.60497E+01    0.42147E-01    0.17198E-08
  2243    0.12514E+03   -0.55680E+01    0.60444E+01    0.42098E-01    0.17183E-08
  2244    0.12484E+03   -0.56241E+01    0.60387E+01    0.42050E-01    0.17168E-08
  2245    0.12455E+03   -0.56800E+01    0.60325E+01    0.42001E-01    0.17154E-08
  2246    0.12427E+03   -0.57358E+01    0.60260E+01    0.41952E-01    0.17139E-08
  2247    0.12400E+03   -0.57915E+01    0.60191E+01    0.41904E-01    0.17124E-08
  2248    0.12372E+03   -0.58469E+01    0.60117E+01    0.41856E-01    0.17109E-08
  2249    0.12345E+03   -0.59020E+01    0.60041E+01    0.41808E-01    0.17095E-08
  2250    0.12319E+03   -0.59570E+01    0.59959E+01    0.41760E-01    0.17080E-08
  2251    0.12293E+03   -0.60115E+01    0.59874E+01    0.41712E-01    0.17066E-08
  2252    0.12267E+03   -0.60658E+01    0.59785E+01    0.41664E-01    0.17051E-08
  2253    0.12243E+03   -0.61198E+01    0.59692E+01    0.41617E-01    0.17036E-08
  2254    0.12219E+03   -0.61735E+01    0.59595E+01    0.41569E-01    0.17022E-08
  2255    0.12195E+03   -0.62267E+01    0.59495E+01    0.41522E-01    0.17007E-08
  2256    0.12172E+03   -0.62795E+01    0.59391E+01    0.41475E-01    0.16993E-08
  2257    0.12149E+03   -0.63320E+01    0.59283E+01    0.41428E-01    0.16978E-08
  2258    0.12126E+03   -0.63839E+01    0.59171E+01    0.41381E-01    0.16964E-08
  2259    0.12105E+03   -0.64356E+01    0.59054E+01    0.41334E-01    0.16949E-08
  2260    0.12083E+03   -0.64866E+01    0.58935E+01    0.41288E-01    0.16935E-08
  2261    0.12062E+03   -0.65371E+01    0.58811E+01    0.41241E-01    0.16920E-08
  2262    0.12041E+03   -0.65870E+01    0.58685E+01    0.41195E-01    0.16906E-08
  2263    0.12021E+03   -0.66364E+01    0.58555E+01    0.41148E-01    0.16892E-08
  2264    0.12001E+03   -0.66850E+01    0.58420E+01    0.41102E-01    0.16877E-08
  2265    0.11980E+03   -0.67331E+01    0.58283E+01    0.41056E-01    0.16863E-08
  2266    0.11961E+03   -0.67807E+01    0.58143E+01    0.41010E-01    0.16848E-08
  2267    0.11943E+03   -0.68272E+01    0.57999E+01    0.40965E-01    0.16834E-08
  2268    0.11925E+03   -0.68737E+01    0.57850E+01    0.40919E-01    0.16820E-08
  2269    0.11906E+03   -0.69198E+01    0.57699E+01    0.40874E-01    0.16805E-08
  2270    0.11888E+03   -0.69650E+01    0.57545E+01    0.40828E-01    0.16791E-08
  2271    0.11872E+03   -0.70092E+01    0.57387E+01    0.40783E-01    0.16777E-08
  2272    0.11855E+03   -0.70525E+01    0.57227E+01    0.40738E-01    0.16763E-08
  2273    0.11838E+03   -0.70949E+01    0.57061E+01    0.40693E-01    0.16748E-08
  2274    0.11822E+03   -0.71371E+01    0.56894E+01    0.40648E-01    0.16734E-08
  2275    0.11806E+03   -0.71785E+01    0.56723E+01    0.40604E-01    0.16720E-08
  2276    0.11791E+03   -0.72182E+01    0.56550E+01    0.40559E-01    0.16706E-08
  2277    0.11777E+03   -0.72578E+01    0.56373E+01    0.40514E-01    0.16691E-08
  2278    0.11761E+03   -0.72973E+01    0.56194E+01    0.40470E-01    0.16677E-08
  2279    0.11747E+03   -0.73352E+01    0.56011E+01    0.40426E-01    0.16663E-08
  2280    0.11732E+03   -0.73729E+01    0.55826E+01    0.40382E-01    0.16649E-08
  2281    0.11718E+03   -0.74092E+01    0.55637E+01    0.40338E-01    0.16635E-08
  2282    0.11704E+03   -0.74445E+01    0.55447E+01    0.40294E-01    0.16621E-08
  2283    0.11690E+03   -0.74791E+01    0.55252E+01    0.40250E-01    0.16607E-08
  2284    0.11677E+03   -0.75122E+01    0.55057E+01    0.40206E-01    0.16593E-08
  2285    0.11665E+03   -0.75451E+01    0.54858E+01    0.40163E-01    0.16579E-08
  2286    0.11650E+03   -0.75773E+01    0.54656E+01    0.40119E-01    0.16565E-08
  2287    0.11636E+03   -0.76080E+01    0.54453E+01    0.40076E-01    0.16551E-08
  2288    0.11625E+03   -0.76378E+01    0.54246E+01    0.40033E-01    0.16536E-08
  2289    0.11613E+03   -0.76670E+01    0.54039E+01    0.39990E-01    0.16522E-08
  2290    0.11601E+03   -0.76946E+01    0.53827E+01    0.39946E-01    0.16509E-08
  2291    0.11590E+03   -0.77222E+01    0.53614E+01    0.39904E-01    0.16495E-08
  2292    0.11581E+03   -0.77483E+01    0.53399E+01    0.39861E-01    0.16481E-08
  2293    0.11569E+03   -0.77736E+01    0.53181E+01    0.39818E-01    0.16467E-08
  2294    0.11559E+03   -0.77975E+01    0.52962E+01    0.39775E-01    0.16453E-08
  2295    0.11548E+03   -0.78206E+01    0.52739E+01    0.39733E-01    0.16439E-08
  2296    0.11537E+03   -0.78422E+01    0.52516E+01    0.39690E-01    0.16425E-08
  2297    0.11527E+03   -0.78639E+01    0.52291E+01    0.39648E-01    0.16411E-08
  2298    0.11518E+03   -0.78841E+01    0.52065E+01    0.39606E-01    0.16397E-08
  2299    0.11507E+03   -0.79028E+01    0.51836E+01    0.39563E-01    0.16383E-08
  2300    0.11498E+03   -0.79209E+01    0.51605E+01    0.39521E-01    0.16370E-08
  2301    0.11487E+03   -0.79382E+01    0.51372E+01    0.39479E-01    0.16356E-08
  2302    0.11477E+03   -0.79547E+01    0.51140E+01    0.39437E-01    0.16342E-08
  2303    0.11469E+03   -0.79691E+01    0.50904E+01    0.39395E-01    0.16328E-08
  2304    0.11459E+03   -0.79828E+01    0.50667E+01    0.39354E-01    0.16314E-08
  2305    0.11450E+03   -0.79958E+01    0.50429E+01    0.39312E-01    0.16301E-08
  2306    0.11441E+03   -0.80073E+01    0.50190E+01    0.39270E-01    0.16287E-08
  2307    0.11430E+03   -0.80189E+01    0.49950E+01    0.39229E-01    0.16273E-08
  2308    0.11421E+03   -0.80283E+01    0.49708E+01    0.39187E-01    0.16260E-08
  2309    0.11414E+03   -0.80370E+01    0.49465E+01    0.39146E-01    0.16246E-08
  2310    0.11406E+03   -0.80443E+01    0.49222E+01    0.39105E-01    0.16232E-08
  2311    0.11397E+03   -0.80508E+01    0.48976E+01    0.39063E-01    0.16219E-08
  2312    0.11389E+03   -0.80567E+01    0.48731E+01    0.39022E-01    0.16205E-08
  2313    0.11380E+03   -0.80611E+01    0.48484E+01    0.38981E-01    0.16191E-08
  2314    0.11371E+03   -0.80641E+01    0.48237E+01    0.38940E-01    0.16178E-08
  2315    0.11363E+03   -0.80664E+01    0.47989E+01    0.38899E-01    0.16164E-08
  2316    0.11354E+03   -0.80679E+01    0.47741E+01    0.38858E-01    0.16150E-08
  2317    0.11346E+03   -0.80681E+01    0.47492E+01    0.38818E-01    0.16137E-08
  2318    0.11338E+03   -0.80683E+01    0.47243E+01    0.38777E-01    0.16123E-08
  2319    0.11329E+03   -0.80670E+01    0.46993E+01    0.38736E-01    0.16110E-08
  2320    0.11321E+03   -0.80643E+01    0.46743E+01    0.38696E-01    0.16096E-08
  2321    0.11314E+03   -0.80601E+01    0.46492E+01    0.38655E-01    0.16083E-08
  2322    0.11306E+03   -0.80552E+01    0.46242E+01    0.38615E-01    0.16069E-08
  2323    0.11296E+03   -0.80496E+01    0.45990E+01    0.38574E-01    0.16056E-08
  2324    0.11289E+03   -0.80432E+01    0.45740E+01    0.38534E-01    0.16042E-08
  2325    0.11281E+03   -0.80354E+01    0.45489E+01    0.38493E-01    0.16029E-08
  2326    0.11272E+03   -0.80276E+01    0.45239E+01    0.38453E-01    0.16015E-08
  2327    0.11264E+03   -0.80176E+01    0.44987E+01    0.38413E-01    0.16002E-08
  2328    0.11258E+03   -0.80068E+01    0.44737E+01    0.38373E-01    0.15989E-08
  2329    0.11250E+03   -0.79953E+01    0.44486E+01    0.38333E-01    0.15975E-08
  2330    0.11241E+03   -0.79830E+01    0.44236E+01    0.38293E-01    0.15962E-08
  2331    0.11232E+03   -0.79692E+01    0.43987E+01    0.38253E-01    0.15949E-08
  2332    0.11224E+03   -0.79554E+01    0.43738E+01    0.38213E-01    0.15935E-08
  2333    0.11215E+03   -0.79401E+01    0.43489E+01    0.38173E-01    0.15922E-08
  2334    0.11205E+03   -0.79239E+01    0.43239E+01    0.38133E-01    0.15909E-08
  2335    0.11196E+03   -0.79070E+01    0.42991E+01    0.38094E-01    0.15895E-08
  2336    0.11188E+03   -0.78893E+01    0.42744E+01    0.38054E-01    0.15882E-08
  2337    0.11178E+03   -0.78693E+01    0.42497E+01    0.38014E-01    0.15869E-08
  2338    0.11169E+03   -0.78499E+01    0.42252E+01    0.37975E-01    0.15855E-08
  2339    0.11160E+03   -0.78290E+01    0.42007E+01    0.37935E-01    0.15842E-08
  2340    0.11150E+03   -0.78058E+01    0.41762E+01    0.37896E-01    0.15829E-08
  2341    0.11142E+03   -0.77854E+01    0.41520E+01    0.37856E-01    0.15816E-08
  2342    0.11132E+03   -0.77620E+01    0.41277E+01    0.37817E-01    0.15803E-08
  2343    0.11122E+03   -0.77376E+01    0.41036E+01    0.37777E-01    0.15789E-08
  2344    0.11112E+03   -0.77125E+01    0.40796E+01    0.37738E-01    0.15776E-08
  2345    0.11103E+03   -0.76871E+01    0.40557E+01    0.37699E-01    0.15763E-08
  2346    0.11093E+03   -0.76609E+01    0.40320E+01    0.37659E-01    0.15750E-08
  2347    0.11084E+03   -0.76330E+01    0.40084E+01    0.37620E-01    0.15737E-08
  2348    0.11074E+03   -0.76057E+01    0.39849E+01    0.37581E-01    0.15724E-08
  2349    0.11065E+03   -0.75768E+01    0.39615E+01    0.37542E-01    0.15711E-08
  2350    0.11053E+03   -0.75476E+01    0.39383E+01    0.37502E-01    0.15698E-08
  2351    0.11041E+03   -0.75167E+01    0.39153E+01    0.37463E-01    0.15684E-08
  2352    0.11031E+03   -0.74849E+01    0.38924E+01    0.37424E-01    0.15671E-08
  2353    0.11019E+03   -0.74536E+01    0.38696E+01    0.37385E-01    0.15658E-08
  2354    0.11009E+03   -0.74213E+01    0.38470E+01    0.37346E-01    0.15645E-08
  2355    0.10998E+03   -0.73888E+01    0.38246E+01    0.37307E-01    0.15632E-08
  2356    0.10986E+03   -0.73545E+01    0.38024E+01    0.37267E-01    0.15619E-08
  2357    0.10974E+03   -0.73200E+01    0.37803E+01    0.37228E-01    0.15606E-08
  2358    0.10962E+03   -0.72859E+01    0.37583E+01    0.37189E-01    0.15593E-08
  2359    0.10950E+03   -0.72501E+01    0.37365E+01    0.37150E-01    0.15580E-08
  2360    0.10938E+03   -0.72139E+01    0.37150E+01    0.37111E-01    0.15568E-08
  2361    0.10926E+03   -0.71774E+01    0.36937E+01    0.37072E-01    0.15555E-08
  2362    0.10913E+03   -0.71399E+01    0.36725E+01    0.37033E-01    0.15542E-08
  2363    0.10900E+03   -0.71020E+01    0.36516E+01    0.36994E-01    0.15529E-08
  2364    0.10887E+03   -0.70637E+01    0.36308E+01    0.36955E-01    0.15516E-08
  2365    0.10875E+03   -0.70251E+01    0.36103E+01    0.36916E-01    0.15503E-08
  2366    0.10861E+03   -0.69854E+01    0.35899E+01    0.36877E-01    0.15490E-08
  2367    0.10848E+03   -0.69453E+01    0.35698E+01    0.36838E-01    0.15477E-08
  2368    0.10834E+03   -0.69048E+01    0.35498E+01    0.36798E-01    0.15465E-08
  2369    0.10820E+03   -0.68646E+01    0.35302E+01    0.36759E-01    0.15452E-08
  2370    0.10805E+03   -0.68240E+01    0.35107E+01    0.36720E-01    0.15439E-08
  2371    0.10792E+03   -0.67815E+01    0.34915E+01    0.36681E-01    0.15426E-08
  2372    0.10778E+03   -0.67393E+01    0.34724E+01    0.36642E-01    0.15413E-08
  2373    0.10762E+03   -0.66973E+01    0.34536E+01    0.36603E-01    0.15401E-08
  2374    0.10748E+03   -0.66537E+01    0.34351E+01    0.36564E-01    0.15388E-08
  2375    0.10732E+03   -0.66107E+01    0.34168E+01    0.36525E-01    0.15375E-08
  2376    0.10717E+03   -0.65680E+01    0.33987E+01    0.36485E-01    0.15362E-08
  2377    0.10701E+03   -0.65240E+01    0.33809E+01    0.36446E-01    0.15350E-08
  2378    0.10686E+03   -0.64801E+01    0.33634E+01    0.36407E-01    0.15337E-08
  2379    0.10669E+03   -0.64359E+01    0.33461E+01    0.36368E-01    0.15324E-08
  2380    0.10654E+03   -0.63916E+01    0.33289E+01    0.36329E-01    0.15312E-08
  2381    0.10638E+03   -0.63468E+01    0.33121E+01    0.36289E-01    0.15299E-08
  2382    0.10621E+03   -0.63019E+01    0.32955E+01    0.36250E-01    0.15286E-08
  2383    0.10604E+03   -0.62566E+01    0.32792E+01    0.36211E-01    0.15274E-08
  2384    0.10588E+03   -0.62113E+01    0.32631E+01    0.36172E-01    0.15261E-08
  2385    0.10570E+03   -0.61658E+01    0.32473E+01    0.36132E-01    0.15249E-08
  2386    0.10553E+03   -0.61201E+01    0.32317E+01    0.36093E-01    0.15236E-08
  2387    0.10536E+03   -0.60742E+01    0.32164E+01    0.36054E-01    0.15223E-08
  2388    0.10517E+03   -0.60282E+01    0.32015E+01    0.36015E-01    0.15211E-08
  2389    0.10499E+03   -0.59821E+01    0.31866E+01    0.35975E-01    0.15198E-08
  2390    0.10482E+03   -0.59360E+01    0.31721E+01    0.35936E-01    0.15186E-08
  2391    0.10463E+03   -0.58898E+01    0.31579E+01    0.35897E-01    0.15173E-08
  2392    0.10444E+03   -0.58436E+01    0.31440E+01    0.35857E-01    0.15161E-08
  2393    0.10426E+03   -0.57973E+01    0.31302E+01    0.35818E-01    0.15148E-08
  2394    0.10406E+03   -0.57509E+01    0.31168E+01    0.35779E-01    0.15136E-08
  2395    0.10387E+03   -0.57047E+01    0.31037E+01    0.35739E-01    0.15123E-08
  2396    0.10368E+03   -0.56583E+01    0.30908E+01    0.35700E-01    0.15111E-08
  2397    0.10348E+03   -0.56121E+01    0.30781E+01    0.35660E-01    0.15099E-08
  2398    0.10328E+03   -0.55659E+01    0.30658E+01    0.35621E-01    0.15086E-08
  2399    0.10309E+03   -0.55197E+01    0.30537E+01    0.35582E-01    0.15074E-08
  2400    0.10289E+03   -0.54736E+01    0.30419E+01    0.35542E-01    0.15061E-08
  2401    0.10268E+03   -0.54275E+01    0.30304E+01    0.35503E-01    0.15049E-08
  2402    0.10248E+03   -0.53816E+01    0.30191E+01    0.35463E-01    0.15037E-08
  2403    0.10227E+03   -0.53357E+01    0.30080E+01    0.35424E-01    0.15024E-08
  2404    0.10207E+03   -0.52901E+01    0.29974E+01    0.35384E-01    0.15012E-08
  2405    0.10185E+03   -0.52445E+01    0.29869E+01    0.35345E-01    0.15000E-08
  2406    0.10165E+03   -0.51992E+01    0.29767E+01    0.35306E-01    0.14987E-08
  2407    0.10143E+03   -0.51539E+01    0.29669E+01    0.35266E-01    0.14975E-08
  2408    0.10121E+03   -0.51088E+01    0.29573E+01    0.35227E-01    0.14963E-08
  2409    0.10099E+03   -0.50641E+01    0.29478E+01    0.35187E-01    0.14950E-08
  2410    0.10078E+03   -0.50194E+01    0.29388E+01    0.35148E-01    0.14938E-08
  2411    0.10056E+03   -0.49751E+01    0.29299E+01    0.35108E-01    0.14926E-08
  2412    0.10033E+03   -0.49308E+01    0.29213E+01    0.35069E-01    0.14914E-08
  2413    0.10010E+03   -0.48870E+01    0.29130E+01    0.35029E-01    0.14901E-08
  2414    0.99875E+02   -0.48434E+01    0.29049E+01    0.34990E-01    0.14889E-08
  2415    0.99649E+02   -0.48000E+01    0.28971E+01    0.34950E-01    0.14877E-08
  2416    0.99423E+02   -0.47570E+01    0.28896E+01    0.34910E-01    0.14865E-08
  2417    0.99192E+02   -0.47142E+01    0.28822E+01    0.34871E-01    0.14853E-08
  2418    0.98963E+02   -0.46718E+01    0.28751E+01    0.34831E-01    0.14841E-08
  2419    0.98727E+02   -0.46297E+01    0.28682E+01    0.34792E-01    0.14828E-08
  2420    0.98493E+02   -0.45880E+01    0.28617E+01    0.34752E-01    0.14816E-08
  2421    0.98253E+02   -0.45466E+01    0.28554E+01    0.34712E-01    0.14804E-08
